@relation trainingdata

@attribute Word numeric
@attribute Len numeric
@attribute 2let {ча,во,че,нь,бо,до,но,ок,ек,дь,ат,ут,ин,ца,ур,аз,ка,са,ра,ия,ен,ор,ит,ац,нт,ив,зм,ст,ие,аж,рт,ий,ос,ис,ют,ть,ер,кт,рд,сс,уг,их,ль,ал,жа,нс,на,ик,рс,за,од,та,ла,оз,ан,як,ус,ез,аф,ом,ир,из,ав,уб,ол,рк,от,ет,ег,оп,да,ип,он,ва,ма,ша,ог,тр,ум,ул,ид,пт,ех,ес,яр,па,ям,ил,рг,нг,вт,ук,кр,ар,ын,тм,ах,нж,юр,ьд,ов,фа,ба,ак,ас,уф,ел,кс,об,аг,вр,им,ьм,фм,ло,оф,юс,аш,мб,иф,ош,рь,аб,ап,уз,лл,ще,иг,ык,ьт,юк,фт,ев,ща,бр,ля,ся,уд,ян,ам,га,иш,йн,ед,нк,ня,еж,еф,ич,ск,нд,йт,нн,ха,ыл,чь,рц,мс,кл,пс,го,жь,йс,иц,юз,яд,то,эр,шь,дж,тт,нх,еп,ем,ун,рш,ря,зь,сь,ьс,мп,це,яг,ад,иб,ох,юд,вь,хт,рп,фь,рн,щь,зг,ыв,зд,ыш,юб,ух,ув,яж,уч,еб,ец,рм,уп,пь,яз,лс,юн,ьф,йм,др,мм,рф,мн,вк,рх,яп,фр,пп,яш,ач,ят,ож,йв,ыз,йф,лк,уш,эт,нр,зл,зо,юх,гс,лп,мь,ьц,пф,йд,бь,ым,еш,юш,нч,юв,рж,юм,шт,нц,тч,ьн,хо,яс,же,эс,ях,см,яц,ро,ыс,ыт,лм,ып,гр,рв,вх,гм,эп,оч,мо,сг,ых,рл,бс,кк,ыг,мт,иж,ьк,нш,лт,йх,сл,рб,кх,ьп,йр,яб,гд,рч,зн,нм,ищ,ьб,ыр,йп,рз,мф,вн,йц,гт,дт,лд,юп,нз,йк,ыб,ял,йл,ёв,ея,эн,пр,лз,ыч,ая,дл,эк,ай,цк,яя,еч,уя,ти,ки,зи,си,ко,ни,лг,ье,цо,ли,ку,ьо,зе,ьи,ью,ру,ри,би,тс,фи,ду,те,оа,ао,по,еу,уи,хс,йз,дс,ке,ши,тл,ми,ья,не,иа,жи}
@attribute Gender {ж,с,мо,м,жо,мо-жо,со}
@attribute Class {4а,1с,8а,1а,3*а,3а,2а,5а,7а}

@data
32871,9,ал,м,1а
32872,8,ия,ж,7а
32873,10,во,с,1а
32874,8,ум,мо,1а
32875,7,ра,ж,1а
32876,9,ст,мо,1а
32877,16,ть,ж,8а
32878,9,ет,м,1а
32879,3,ал,м,1а
32880,7,га,ж,3а
32881,7,га,жо,3а
32882,9,ст,мо,1а
32883,9,ер,м,1а
32884,5,да,ж,1а
32885,6,нь,м,2а
32886,4,лл,м,1а
32887,6,ос,м,1а
32888,9,ет,м,1а
32889,11,ат,м,1а
32890,13,ор,мо,1а
32891,13,ия,ж,7а
32892,9,рт,м,1а
32893,5,ьц,м,5а
32894,12,ат,м,1а
32895,11,ие,с,7а
32896,7,ет,м,1а
32897,9,ка,ж,3*а
32898,10,ик,мо,3а
32899,11,ца,жо,5а
32900,9,рт,м,1а
32901,9,ка,ж,3*а
32902,21,во,с,1а
32903,16,ик,мо,3а
32904,11,ть,ж,8а
32905,9,ль,м,2а
32906,10,ер,м,1а
32907,6,шь,ж,8а
32908,7,ия,ж,7а
32909,13,ть,ж,8а
32910,12,во,с,1а
32911,7,ус,м,1а
32912,9,ия,ж,7а
32913,8,от,мо,1а
32914,8,зм,м,1а
32915,7,ик,мо,3а
32916,9,ка,жо,3*а
32917,12,ть,ж,8а
32918,4,нг,м,3а
32919,6,ра,ж,1а
32920,7,ка,ж,3*а
32921,10,ик,мо,3а
32922,8,ик,мо,3а
32923,4,нт,м,1а
32924,8,ер,мо,1а
32925,10,ка,жо,3*а
32926,12,во,с,1а
32927,8,ия,ж,7а
32928,13,ия,ж,7а
32929,7,ст,мо,1а
32930,10,ка,ж,3а
32931,14,ть,ж,8а
32932,6,ик,м,3а
32933,6,ом,м,1а
32934,7,ра,ж,1а
32935,9,ст,мо,1а
32936,8,он,мо,1а
32937,11,да,ж,1а
32938,12,ка,мо-жо,3*а
32939,12,во,с,1а
32940,6,он,м,1а
32941,4,ра,ж,1а
32942,6,да,ж,1а
32943,11,ия,ж,7а
32944,9,ла,ж,1а
32945,6,он,мо,1а
32946,6,он,м,1а
32947,8,ер,м,1а
32948,8,ит,м,1а
32949,13,ия,ж,7а
32950,9,ка,жо,3*а
32951,11,во,с,1а
32952,8,он,мо,1а
32953,13,ия,ж,7а
32954,10,ог,мо,3а
32955,12,ия,ж,7а
32956,12,ия,ж,7а
32957,9,вт,мо,1а
32958,12,ка,ж,3а
32959,8,ия,ж,7а
32960,4,рс,м,1а
32961,6,ер,мо,1а
32962,4,рт,м,1а
32963,7,нг,м,3а
32964,6,ук,м,3а
32965,8,ек,м,3*а
32966,6,ор,м,1а
32967,8,ка,ж,3*а
32968,9,ик,мо,3а
32969,10,ца,жо,5а
32970,12,ка,ж,3*а
32971,10,ка,ж,3*а
32972,3,ас,м,1а
32973,5,ад,м,1а
32974,7,ка,ж,3*а
32975,5,ка,ж,3*а
32976,7,ка,ж,3*а
32977,8,ик,мо,3а
32978,9,ца,жо,5а
32979,6,ль,ж,8а
32980,5,он,м,1а
32981,8,ик,мо,3а
32982,9,ца,жо,5а
32983,9,ия,ж,7а
32984,6,ия,ж,7а
32985,3,ат,мо,1а
32986,8,зм,м,1а
32987,8,ст,мо,1а
32988,15,ть,ж,8а
32989,10,ка,жо,3*а
32990,11,ть,ж,8а
32991,11,ть,ж,8а
32992,7,во,с,1а
32993,5,ум,м,1а
32994,5,на,ж,1а
32995,7,ст,мо,1а
32996,11,он,м,1а
32997,7,рк,м,3а
32998,7,ия,ж,7а
32999,7,ия,ж,7а
33000,5,ия,ж,7а
33001,9,ия,ж,7а
33002,6,зм,м,1а
33003,6,на,ж,1а
33004,11,ия,ж,7а
33005,8,ик,м,3а
33006,6,ст,мо,1а
33007,8,ка,жо,3*а
33008,6,он,м,1а
33009,6,ит,м,1а
33010,5,нс,м,1а
33011,13,ия,ж,7а
33012,10,зм,м,1а
33013,10,ст,мо,1а
33014,7,ат,мо,1а
33015,9,ия,ж,7а
33016,6,нг,м,3а
33017,11,ть,ж,8а
33018,6,ия,ж,7а
33019,15,во,с,1а
33020,9,рк,м,3а
33021,11,ер,мо,1а
33022,6,ах,мо,3а
33023,6,нь,ж,8а
33024,11,ал,мо,1а
33025,16,во,с,1а
33026,10,зь,ж,8а
33027,11,ль,мо,2а
33028,16,ер,мо,1а
33029,8,ер,мо,1а
33030,11,ца,жо,5а
33031,8,он,м,1а
33032,11,ст,мо,1а
33033,13,ка,жо,3*а
33034,11,ик,м,3а
33035,11,ик,мо,3а
33036,6,га,ж,3а
33037,11,ия,ж,7а
33038,8,зм,м,1а
33039,8,ст,мо,1а
33040,10,ка,жо,3*а
33041,3,ен,м,1а
33042,3,ен,м,1а
33043,7,ит,м,1а
33044,9,ус,мо,1а
33045,9,ин,м,1а
33046,7,ик,мо,3а
33047,5,ий,мо,7а
33048,6,кс,мо,1а
33049,5,ил,м,1а
33050,5,ол,м,1а
33051,7,ог,мо,3а
33052,9,ия,ж,7а
33053,12,ин,м,1а
33054,7,ят,м,1а
33055,7,ен,м,1а
33056,12,зм,м,1а
33057,12,ст,мо,1а
33058,15,ть,ж,8а
33059,13,ия,ж,7а
33060,7,ип,м,1а
33061,7,ль,м,2а
33062,4,од,м,1а
33063,6,ал,мо,1а
33064,12,ия,ж,7а
33065,9,зм,м,1а
33066,5,ма,ж,1а
33067,7,та,ж,1а
33068,7,нт,м,1а
33069,11,ия,ж,7а
33070,13,ия,ж,7а
33071,6,ер,мо,1а
33072,10,во,с,1а
33073,8,ша,жо,4а
33074,7,ар,м,1а
33075,9,ук,м,3а
33076,6,ит,м,1а
33077,13,ий,м,7а
33078,12,ий,м,7а
33079,13,ам,м,1а
33080,14,зм,м,1а
33081,13,ик,м,3а
33082,13,ен,м,1а
33083,11,ль,м,2а
33084,12,ий,м,7а
33085,10,ав,м,1а
33086,10,ия,ж,7а
33087,9,ом,м,1а
33088,4,рт,м,1а
33089,4,рт,мо,1а
33090,6,ик,мо,3а
33091,12,ть,ж,8а
33092,6,ла,ж,1а
33093,6,зь,ж,8а
33094,3,ес,м,1а
33095,5,ка,ж,3*а
33096,9,ль,м,2а
33097,6,он,м,1а
33098,9,ик,м,3а
33099,5,иш,м,4а
33100,11,ия,ж,7а
33101,8,зм,м,1а
33102,8,ст,мо,1а
33103,4,тр,м,1а
33104,6,ла,жо,1а
33105,11,ер,мо,1а
33106,12,ик,мо,3а
33107,13,ца,жо,5а
33108,10,ие,с,7а
33109,15,ть,ж,8а
33110,5,кр,м,1а
33111,4,ал,м,1а
33112,6,ка,ж,3*а
33113,5,ра,ж,1а
33114,6,ин,м,1а
33115,10,ен,м,1а
33116,6,оз,м,1а
33117,7,ин,м,1а
33118,8,ит,м,1а
33119,7,ма,ж,1а
33120,10,ма,ж,1а
33121,8,ит,м,1а
33122,6,ла,ж,1а
33123,4,га,ж,3а
33124,6,яр,мо,1а
33125,10,во,с,1а
33126,6,ра,ж,1а
33127,13,ть,ж,8а
33128,8,нт,мо,1а
33129,10,ка,жо,3*а
33130,9,ия,ж,7а
33131,8,ст,мо,1а
33132,10,ка,жо,3*а
33133,7,ка,ж,3*а
33134,7,зм,м,1а
33135,7,ст,мо,1а
33136,5,ер,м,1а
33137,6,та,ж,1а
33138,7,ис,м,1а
33139,10,ка,ж,3*а
33140,7,тр,мо,1а
33141,9,ия,ж,7а
33142,5,ик,мо,3а
33143,6,ка,ж,3а
33144,12,ка,ж,3а
33145,11,ия,ж,7а
33146,9,ат,мо,1а
33147,8,ог,мо,3а
33148,10,ия,ж,7а
33149,11,ст,мо,1а
33150,10,ия,ж,7а
33151,13,вт,мо,1а
33152,12,ия,ж,7а
33153,7,ка,жо,3*а
33154,5,ия,ж,7а
33155,15,ка,ж,3*а
33156,11,ра,ж,1а
33157,13,ик,мо,3а
33158,14,ца,жо,5а
33159,6,ат,м,1а
33160,6,рг,мо,3а
33161,6,ук,мо,3а
33162,6,ак,м,3а
33163,4,кс,м,1а
33164,6,аж,м,4а
33165,8,ив,м,1а
33166,8,ор,м,1а
33167,8,ор,мо,1а
33168,9,ар,м,1а
33169,8,ия,ж,7а
33170,12,ие,с,7а
33171,11,ть,ж,8а
33172,5,ус,м,1а
33173,12,зм,м,1а
33174,6,ия,ж,7а
33175,4,ла,ж,1а
33176,9,оп,мо,1а
33177,12,зм,м,1а
33178,11,ия,ж,7а
33179,11,ка,жо,3*а
33180,10,ия,ж,7а
33181,10,зм,м,1а
33182,10,ст,мо,1а
33183,12,ка,жо,3*а
33184,9,ия,ж,7а
33185,7,ка,ж,3*а
33186,5,ер,мо,1а
33187,6,ал,м,1а
33188,8,ия,ж,7а
33189,11,ик,мо,3а
33190,5,ин,мо,1а
33191,9,ка,ж,3а
33192,9,ка,ж,3*а
33193,8,ер,мо,1а
33194,12,во,с,1а
33195,13,ка,жо,3*а
33196,6,ит,м,1а
33197,11,ус,м,1а
33198,10,ра,жо,1а
33199,9,ра,ж,1а
33200,9,ез,м,1а
33201,9,ия,ж,7а
33202,11,он,м,1а
33203,7,ог,мо,3а
33204,9,ия,ж,7а
33205,7,оф,мо,1а
33206,10,ма,ж,1а
33207,14,ть,ж,8а
33208,9,ия,ж,7а
33209,16,ие,с,7а
33210,10,ст,мо,1а
33211,6,ак,м,3а
33212,9,ос,м,1а
33213,10,рс,м,1а
33214,5,ьм,м,1а
33215,11,ия,ж,7а
33216,10,оп,м,1а
33217,10,ат,м,1а
33218,10,ка,ж,3а
33219,9,он,м,1а
33220,6,тр,м,1а
33221,8,ат,м,1а
33222,10,ия,ж,7а
33223,12,ие,с,7а
33224,10,ка,ж,3*а
33225,11,ик,мо,3а
33226,6,ам,м,1а
33227,5,оз,м,1а
33228,5,ал,м,1а
33229,8,ст,мо,1а
33230,6,ль,ж,8а
33231,14,ие,с,7а
33232,9,ст,мо,1а
33233,6,ал,мо,1а
33234,5,ик,м,3а
33235,10,ка,жо,3*а
33236,8,тр,м,1а
33237,12,ор,мо,1а
33238,13,ра,ж,1а
33239,7,ть,ж,8а
33240,5,иш,м,4а
33241,7,ер,м,1а
33242,5,ка,ж,3*а
33243,9,ка,жо,3*а
33244,5,на,ж,1а
33245,6,оз,м,1а
33246,16,ие,с,7а
33247,8,ел,м,1а
33248,11,ик,мо,3а
33249,4,нт,м,1а
33250,11,ка,ж,3*а
33251,11,нь,м,2а
33252,9,ра,ж,1а
33253,5,ма,ж,1а
33254,6,ан,м,1а
33255,8,ит,м,1а
33256,4,рн,м,1а
33257,11,ия,ж,7а
33258,4,ск,м,3а
33259,6,ал,мо,1а
33260,8,ка,жо,3*а
33261,11,во,с,1а
33262,8,ка,ж,3*а
33263,9,ик,м,3а
33264,5,ин,м,1а
33265,6,нг,м,3а
33266,12,ия,ж,7а
33267,13,ия,ж,7а
33268,9,ия,ж,7а
33269,9,ус,мо,1а
33270,17,ия,ж,7а
33271,13,ия,ж,7а
33272,12,он,м,1а
33273,8,он,м,1а
33274,7,аг,мо,3а
33275,14,ия,ж,7а
33276,9,ра,ж,1а
33277,9,оз,м,1а
33278,13,ия,ж,7а
33279,8,ка,ж,3*а
33280,4,фа,жо,1а
33281,7,ка,жо,3*а
33282,11,во,с,1а
33283,5,ка,ж,3*а
33284,4,аг,м,3а
33285,10,нт,мо,1а
33286,7,ан,мо,1а
33287,8,ок,м,3а
33288,6,он,м,1а
33289,9,ик,м,3а
33290,9,ка,жо,3*а
33291,5,нг,м,3а
33292,8,ет,м,1а
33293,7,ль,ж,8а
33294,9,ка,ж,3*а
33295,6,ер,мо,1а
33296,10,во,с,1а
33297,5,нк,м,3а
33298,7,ер,мо,1а
33299,11,ка,ж,3*а
33300,4,ат,м,1а
33301,7,ер,м,1а
33302,6,ит,м,1а
33303,6,ма,ж,1а
33304,10,зм,м,1а
33305,9,ик,мо,3а
33306,14,ть,ж,8а
33307,8,на,ж,1а
33308,8,ет,м,1а
33309,6,та,ж,1а
33310,8,ст,мо,1а
33311,10,ка,жо,3*а
33312,8,ик,мо,3а
33313,5,йц,м,5а
33314,9,он,м,1а
33315,7,ия,ж,7а
33316,7,ор,м,1а
33317,8,ра,ж,1а
33318,4,ер,м,1а
33319,10,нж,м,4а
33320,8,ца,жо,5а
33321,4,ец,м,5а
33322,5,шь,ж,8а
33323,10,ер,мо,1а
33324,14,во,с,1а
33325,7,ль,м,2а
33326,10,ан,мо,1а
33327,4,ик,м,3а
33328,5,нт,м,1а
33329,9,ас,м,1а
33330,5,рт,м,1а
33331,6,ид,м,1а
33332,9,он,м,1а
33333,8,ит,м,1а
33334,5,кс,м,1а
33335,9,ер,м,1а
33336,5,ра,ж,1а
33337,8,ль,м,2а
33338,8,ин,м,1а
33339,6,ин,м,1а
33340,7,ст,мо,1а
33341,10,ка,ж,3а
33342,4,от,м,1а
33343,8,ор,м,1а
33344,8,ор,мо,1а
33345,11,ик,мо,3а
33346,8,ия,ж,7а
33347,8,ия,ж,7а
33348,8,ка,ж,3*а
33349,6,ер,мо,1а
33350,5,ид,м,1а
33351,7,ит,м,1а
33352,12,ия,ж,7а
33353,4,юс,м,1а
33354,4,юс,м,1с
33355,8,ка,ж,3*а
33356,5,га,ж,3а
33357,6,ка,ж,3*а
33358,5,ия,ж,7а
33359,4,гт,мо,1а
33360,3,ок,м,3а
33361,10,ер,мо,1а
33362,8,от,м,1а
33363,11,ст,мо,1а
33364,5,ус,м,1а
33365,11,ка,ж,3*а
33366,8,ик,мо,3а
33367,9,ца,жо,5а
33368,13,во,с,1а
33369,3,ол,м,1а
33370,7,нт,м,1а
33371,8,ул,м,1а
33372,10,ин,м,1а
33373,10,ит,м,1а
33374,8,рк,м,3а
33375,10,нг,м,3а
33376,8,ор,м,1а
33377,11,ст,мо,1а
33378,14,ка,ж,3а
33379,5,ка,ж,3*а
33380,3,он,м,1а
33381,7,ик,м,3а
33382,8,ик,мо,3а
33383,9,ца,жо,5а
33384,7,ия,ж,7а
33385,4,нд,м,1а
33386,6,ма,ж,1а
33387,11,оп,м,1а
33388,8,ка,ж,3а
33389,8,ст,мо,1а
33390,6,ка,ж,3а
33391,11,ия,ж,7а
33392,10,ма,ж,1а
33393,8,аф,м,1а
33394,10,ия,ж,7а
33395,6,ла,ж,1а
33396,7,ог,мо,3а
33397,9,ия,ж,7а
33398,8,тр,м,1а
33399,10,ия,ж,7а
33400,8,оп,м,1а
33401,8,ка,ж,3а
33402,6,ан,м,1а
33403,9,ик,м,3а
33404,4,ра,ж,1а
33405,9,ум,м,1а
33406,7,рд,мо,1а
33407,4,рд,м,1а
33408,9,нд,м,1а
33409,6,ек,м,3а
33410,7,зм,м,1а
33411,6,ик,м,3а
33412,8,ор,мо,1а
33413,6,ль,жо,8а
33414,6,ац,м,5а
33415,8,ль,м,2а
33416,6,нт,м,1а
33417,5,ма,ж,1а
33418,9,зм,м,1а
33419,9,ст,мо,1а
33420,12,ка,ж,3а
33421,16,ть,ж,8а
33422,11,ка,жо,3*а
33423,12,ид,м,1а
33424,12,ть,ж,8а
33425,11,на,ж,1а
33426,7,нт,м,1а
33427,8,та,ж,1а
33428,6,ат,м,1а
33429,8,ив,м,1а
33430,8,ка,ж,3*а
33431,8,ор,мо,1а
33432,8,ия,ж,7а
33433,8,ка,ж,3*а
33434,12,ие,с,7а
33435,10,ка,ж,3*а
33436,11,ик,мо,3а
33437,10,ие,с,7а
33438,8,ка,ж,3*а
33439,9,ик,мо,3а
33440,10,ца,жо,5а
33441,14,ие,с,7а
33442,16,ие,с,7а
33443,7,ла,ж,1а
33444,14,ие,с,7а
33445,12,ка,ж,3*а
33446,8,яр,м,1а
33447,7,ст,м,1а
33448,7,нг,м,3а
33449,12,ие,с,7а
33450,11,ть,ж,8а
33451,9,ит,м,1а
33452,8,ка,ж,3*а
33453,9,ик,мо,3а
33454,10,ца,жо,5а
33455,4,рт,м,1с
33456,7,ль,м,2а
33457,12,ик,мо,3а
33458,12,ор,мо,1а
33459,12,ия,ж,7а
33460,6,ка,ж,3*а
33461,8,ка,ж,3*а
33462,7,на,ж,1а
33463,8,ка,ж,3*а
33464,5,ум,м,1а
33465,7,нд,м,1а
33466,7,аг,м,3а
33467,8,дт,м,1а
33468,6,ен,м,1а
33469,5,ка,ж,3*а
33470,6,ат,м,1а
33471,6,ид,м,1а
33472,14,ия,ж,7а
33473,8,ит,м,1а
33474,11,оп,м,1а
33475,3,от,м,1а
33476,7,ий,м,7а
33477,7,ия,ж,7а
33478,11,ат,м,1а
33479,10,ом,м,1а
33480,11,ат,м,1а
33481,14,ра,ж,1а
33482,10,га,ж,3а
33483,11,на,ж,1а
33484,11,ка,ж,3*а
33485,12,ка,ж,3*а
33486,10,та,ж,1а
33487,13,аф,м,1а
33488,7,ен,м,1а
33489,14,ть,ж,8а
33490,9,ия,ж,7а
33491,11,ра,ж,1а
33492,14,ия,ж,7а
33493,8,аф,мо,1а
33494,11,зм,м,1а
33495,16,ие,с,7а
33496,15,ть,ж,8а
33497,10,ия,ж,7а
33498,12,нт,м,1а
33499,15,ия,ж,7а
33500,13,во,с,1а
33501,10,ра,ж,1а
33502,12,ка,ж,3*а
33503,12,ка,ж,3а
33504,11,рс,м,1а
33505,9,ия,ж,7а
33506,17,нт,мо,1а
33507,19,ия,ж,7а
33508,15,ия,ж,7а
33509,15,ия,ж,7а
33510,9,па,ж,1а
33511,7,из,м,1а
33512,14,ия,ж,7а
33513,12,ль,мо,2а
33514,16,во,с,1а
33515,17,ия,ж,7а
33516,12,ал,м,1а
33517,8,тр,м,1а
33518,11,ст,мо,1а
33519,10,ия,ж,7а
33520,12,ка,ж,3а
33521,5,он,м,1а
33522,9,ор,м,1а
33523,12,ив,м,1а
33524,13,ок,м,3*а
33525,13,зм,м,1а
33526,10,ть,ж,8а
33527,13,ка,ж,3*а
33528,10,ка,жо,3*а
33529,14,тр,м,1а
33530,11,ет,м,1а
33531,12,ка,ж,3*а
33532,11,ив,м,1а
33533,11,ма,ж,1а
33534,12,аж,м,4а
33535,12,ер,мо,1а
33536,15,ия,ж,7а
33537,10,шь,ж,8а
33538,10,ез,м,1а
33539,10,ок,м,3*а
33540,8,ат,м,1а
33541,9,ра,ж,1а
33542,10,ка,ж,3*а
33543,10,ис,м,1а
33544,8,ка,ж,3а
33545,14,ма,ж,1а
33546,12,аф,м,1а
33547,14,ия,ж,7а
33548,12,ит,м,1а
33549,11,ия,ж,7а
33550,10,ик,мо,3а
33551,11,ка,ж,3а
33552,10,ст,мо,1а
33553,9,ия,ж,7а
33554,14,ия,ж,7а
33555,11,зм,м,1а
33556,15,ль,м,2а
33557,9,ия,ж,7а
33558,9,ия,ж,7а
33559,10,ия,ж,7а
33560,11,ка,ж,3а
33561,15,ия,ж,7а
33562,15,тр,м,1а
33563,17,во,с,1а
33564,12,он,м,1а
33565,11,нт,м,1а
33566,12,ия,ж,7а
33567,8,юд,м,1а
33568,10,кт,м,1а
33569,5,ан,м,1а
33570,4,хт,мо,1а
33571,8,нт,м,1а
33572,15,ть,ж,8а
33573,12,ия,ж,7а
33574,5,ер,мо,1а
33575,5,за,ж,1а
33576,12,зм,м,1а
33577,11,ия,ж,7а
33578,6,ер,мо,1а
33579,8,ка,жо,3*а
33580,10,во,с,1а
33581,10,ка,ж,3*а
33582,11,ть,ж,8а
33583,4,ак,м,3а
33584,8,ра,ж,1а
33585,10,ер,мо,1а
33586,16,ие,с,7а
33587,13,ть,ж,8а
33588,7,ия,ж,7а
33589,7,га,ж,3а
33590,5,нк,мо,3а
33591,5,нк,м,3а
33592,11,ка,ж,3*а
33593,10,он,мо,1а
33594,14,во,с,1а
33595,9,ил,мо,1а
33596,14,во,с,1а
33597,5,нт,мо,1а
33598,7,ик,мо,3а
33599,9,ер,мо,1а
33600,8,ха,жо,3а
33601,13,ть,ж,8а
33602,9,ик,мо,3а
33603,11,ан,мо,1а
33604,13,ия,ж,7а
33605,7,ия,ж,7а
33606,5,хт,м,1а
33607,11,ие,с,7а
33608,12,ль,мо,2а
33609,9,ка,ж,3*а
33610,10,ик,мо,3а
33611,7,ик,мо,3а
33612,6,ат,м,1а
33613,12,ие,с,7а
33614,10,ка,ж,3*а
33615,11,ик,мо,3а
33616,12,ца,жо,5а
33617,8,зм,м,1а
33618,8,ст,мо,1а
33619,8,на,жо,1а
33620,8,ог,мо,3а
33621,10,ия,ж,7а
33622,5,нч,м,4а
33623,6,ка,ж,3*а
33624,12,ть,ж,8а
33625,10,ер,мо,1а
33626,8,ия,ж,7а
33627,4,из,м,1а
33628,4,из,мо,1а
33629,7,ра,ж,1а
33630,9,ль,ж,8а
33631,11,ка,ж,3*а
33632,8,он,м,1а
33633,6,ер,м,1а
33634,9,ер,мо,1а
33635,13,во,с,1а
33636,6,юр,м,1а
33637,4,иц,мо,5а
33638,7,ык,м,3а
33639,6,да,ж,1а
33640,7,ер,мо,1а
33641,9,ка,жо,3*а
33642,11,во,с,1а
33643,5,нт,м,1с
33644,13,ть,ж,8а
33645,10,ис,м,1а
33646,7,ит,м,1а
33647,11,ка,жо,3*а
33648,7,он,м,1а
33649,5,кт,м,1а
33650,5,кт,мо,1а
33651,9,ар,мо,1а
33652,8,за,ж,1а
33653,11,ик,мо,3а
33654,9,ор,м,1а
33655,8,ол,м,1а
33656,8,тр,мо,1а
33657,10,ия,ж,7а
33658,7,аз,м,1а
33659,4,ор,м,1а
33660,10,ст,м,1а
33661,4,га,ж,3а
33662,7,ок,м,3*а
33663,8,ик,мо,3а
33664,5,ас,м,1а
33665,7,ка,ж,3*а
33666,9,ие,с,7а
33667,7,ка,ж,3*а
33668,8,ик,мо,3а
33669,5,ер,м,1а
33670,7,ер,мо,1а
33671,3,ук,м,3а
33672,4,кс,м,1а
33673,6,ин,м,1а
33674,6,ия,ж,7а
33675,5,ус,м,1а
33676,9,ит,м,1а
33677,9,ат,м,1а
33678,5,яр,м,1а
33679,9,ия,ж,7а
33680,9,нт,м,1а
33681,17,ть,ж,8а
33682,9,ер,м,1а
33683,13,зм,м,1а
33684,13,ст,мо,1а
33685,10,ер,мо,1а
33686,16,ие,с,7а
33687,7,ия,ж,7а
33688,4,нт,м,1а
33689,6,ик,м,3а
33690,4,ра,ж,1а
33691,9,ка,ж,3*а
33692,10,ик,мо,3а
33693,11,ца,жо,5а
33694,7,ир,мо,1а
33695,11,ка,ж,3*а
33696,7,ка,ж,3*а
33697,6,он,м,1а
33698,9,ик,м,3а
33699,9,ик,мо,3а
33700,5,ия,жо,7а
33701,5,ма,ж,1а
33702,6,ан,мо,1а
33703,8,ка,ж,3*а
33704,9,ик,мо,3а
33705,9,ра,ж,1а
33706,5,ор,м,1а
33707,8,ул,м,1а
33708,10,ез,м,1а
33709,8,ол,м,1а
33710,7,ат,м,1а
33711,7,ат,мо,1а
33712,6,ик,мо,3а
33713,6,ер,мо,1а
33714,9,зм,м,1а
33715,9,ст,мо,1а
33716,4,ст,м,1а
33717,3,ут,м,1а
33718,6,ол,м,1а
33719,9,ст,мо,1а
33720,11,ка,жо,3*а
33721,8,ка,ж,3*а
33722,5,ер,м,1а
33723,9,ка,ж,3*а
33724,6,яр,м,1а
33725,9,ик,м,3а
33726,9,ик,мо,3а
33727,10,ца,жо,5а
33728,5,ор,м,1а
33729,8,зм,м,1а
33730,8,ст,мо,1а
33731,10,ка,жо,3*а
33732,11,ия,ж,7а
33733,7,ок,м,3а
33734,8,ка,ж,3*а
33735,7,ка,ж,3*а
33736,7,ль,м,2а
33737,7,яж,м,4а
33738,5,ер,мо,1а
33739,7,ка,жо,3*а
33740,8,ра,ж,1а
33741,8,ик,мо,3а
33742,4,дж,м,4а
33743,3,аз,м,1а
33744,5,ас,мо,1а
33745,7,ка,жо,3*а
33746,4,ла,ж,1а
33747,5,ат,м,1а
33748,7,ик,м,3а
33749,8,ик,мо,3а
33750,10,ть,ж,8а
33751,9,ик,мо,3а
33752,4,лд,мо,1а
33753,5,да,жо,1а
33754,7,ат,м,1а
33755,7,ра,ж,1а
33756,9,ик,мо,3а
33757,10,на,ж,1а
33758,10,ца,жо,5а
33759,6,па,ж,1а
33760,8,он,м,1а
33761,9,ин,м,1а
33762,11,ит,м,1а
33763,3,ам,мо,1а
33764,8,он,мо,1а
33765,12,во,с,1а
33766,5,ит,мо,1а
33767,5,ка,жо,3*а
33768,8,ик,мо,3а
33769,7,во,с,1а
33770,3,ан,мо,1а
33771,7,во,с,1а
33772,5,ша,жо,4а
33773,4,ос,м,1а
33774,11,ть,ж,8а
33775,8,ер,м,1а
33776,14,ка,ж,3а
33777,18,ть,ж,8а
33778,13,ть,ж,8а
33779,13,ть,ж,8а
33780,14,ия,ж,7а
33781,6,ус,мо,1а
33782,7,та,ж,1а
33783,9,на,ж,1а
33784,7,ст,мо,1а
33785,6,ия,ж,7а
33786,9,ик,мо,3а
33787,10,ца,жо,5а
33788,4,ря,ж,2а
33789,5,ид,мо,1а
33790,8,зм,м,1а
33791,4,та,ж,1а
33792,7,ка,ж,3*а
33793,5,ка,ж,3*а
33794,9,ка,мо-жо,3*а
33795,6,ль,мо,2а
33796,7,ль,мо,2а
33797,8,ие,с,7а
33798,9,ль,мо,2а
33799,12,ть,ж,8а
33800,4,ат,мо,1а
33801,6,ка,ж,3*а
33802,9,ть,ж,8а
33803,7,ка,ж,3*а
33804,6,ка,жо,3*а
33805,7,ик,м,3а
33806,7,ба,ж,1а
33807,10,на,ж,1а
33808,11,ка,ж,3*а
33809,12,ик,м,3а
33810,8,ть,ж,8а
33811,5,рь,ж,8а
